customer_id,date_of_birth,borough,neighborhood,zip_code,name
6493.0,null,BRONX,BRONX PARK AND FORDHAM,10467,"Schulz, Lotta"
6494.0,12-02-2010,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Kaiser, Sofia"
6497.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Dietrich, Dominik"
6498.0,null,QUEENS,NORTH QUEENS,11354,"Meyer, Lotta"
6499.0,16-05-2005,QUEENS,NORTH QUEENS,11360,"Jung, Peer"
6500.0,08-07-2014,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Schuster, Maxim"
6503.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11411,"Langer, Philipp"
6504.0,12-11-2010,BROOKLYN,SOUTHERN BROOKLYN,11229,"Martens, Niklas"
6505.0,28-01-2014,BROOKLYN,CENTRAL BROOKLYN,11212,"Voigt, Jule"
6508.0,null,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Schäfer, Luca"
6512.0,null,BROOKLYN,FLATBUSH,11226,"Schilling, Oskar"
6513.0,01-01-2000,QUEENS,WEST QUEENS,11369,"Becker, Greta"
6514.0,06-08-2010,MANHATTAN,UPPER EAST SIDE,10021,"Krüger, Ronja"
6517.0,01-01-2000,MANHATTAN,UPPER EAST SIDE,10128,"Zimmermann, Luisa"
6518.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11414,"Berger, Nico"
6519.0,01-01-2000,BROOKLYN,SUNSET PARK,11232,"Schmid, Tim"
6520.0,16-05-2009,QUEENS,SOUTHWEST QUEENS,11419,"Winkler, Anna"
6522.0,01-01-2000,BROOKLYN,BOROUGH PARK,11218,"Schwarz, Alexander"
6524.0,null,BRONX,NORTHEAST BRONX,10475,"Schilling, Adrian"
6526.0,25-03-2013,MANHATTAN,UPPER EAST SIDE,10065,"Hartmann, Elias"
6528.0,null,BROOKLYN,BOROUGH PARK,11204,"Simon, Johanna"
6530.0,01-01-2000,BROOKLYN,FLATBUSH,11203,"Schäfer, Sarah"
6532.0,01-01-2000,QUEENS,JAMAICA,11434,"Klein, Nele"
6535.0,01-01-2000,QUEENS,WEST QUEENS,11377,"Lange, Alexander"
6536.0,null,BROOKLYN,CENTRAL BROOKLYN,11238,"Vogel, Paul"
6537.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10309,"Schulz, Hanna"
6538.0,null,STATEN ISLAND,SOUTH SHORE,10312,"Lehmann, Emilia"
6539.0,01-01-2000,BRONX,HUNTS POINT AND MOTT HAVEN,10455,"Winkler, Frieda"
6542.0,null,BROOKLYN,CENTRAL BROOKLYN,11233,"Beck, Lisa"
6544.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10306,"Simon, Marlene"
6545.0,null,BRONX,NORTHEAST BRONX,10466,"Schreiber, Luisa"
6546.0,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Graf, Malte"
6548.0,null,MANHATTAN,CENTRAL HARLEM,10039,"Zimmermann, Florian"
6549.0,11-05-1982,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Linke, Tom"
6552.0,null,BROOKLYN,CENTRAL BROOKLYN,11233,"Hoffmann, Katharina"
6554.0,01-01-2000,QUEENS,NORTHWEST QUEENS,11106,"Albrecht, Linus"
6555.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11416,"Schuster, Julian"
6560.0,null,BRONX,CENTRAL BRONX,10457,"Lang, Leni"
6561.0,20-09-1995,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Scholten, Mila"
6564.0,29-11-2007,QUEENS,NORTHWEST QUEENS,11105,"Kuhn, Melina"
6565.0,null,QUEENS,JAMAICA,11423,"Müller, Melina"
6567.0,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Koch, Dennis"
6572.0,null,BRONX,BRONX PARK AND FORDHAM,10458,"Reuter, Jakob"
6575.0,19-08-1989,QUEENS,WEST CENTRAL QUEENS,11375,"Becker, Ole"
6576.0,01-01-2000,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Meyer, Anton"
6578.0,null,BRONX,NORTHEAST BRONX,10466,"Albrecht, Lea"
6579.0,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10011,"Frank, Tim"
6582.0,null,QUEENS,JAMAICA,11412,"Kuhnert, Florian"
6586.0,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11231,"Langer, Felix"
6589.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Voelker, Tom"
6591.0,01-01-2000,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Graf, Anna"
6593.0,12-11-2010,QUEENS,SOUTHEAST QUEENS,11004,"Arnold, Samuel"
6594.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Adam, Helene"
6597.0,null,MANHATTAN,UPPER EAST SIDE,10021,"Walter, Ella"
6600.0,01-01-2005,QUEENS,CENTRAL QUEENS,11367,"Stark, Victoria"
6602.0,null,QUEENS,ROCKAWAYS,11694,"Barth, Jonathan"
6605.0,null,MANHATTAN,CHELSEA AND CLINTON,10018,"Kuhnert, Kilian"
6613.0,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Wolf, Julian"
6614.0,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10018,"Wolf, Ben"
6617.0,01-01-2000,MANHATTAN,UPPER EAST SIDE,10065,"Schmitt, Emil"
6618.0,null,BRONX,SOUTHEAST BRONX,10465,"Fuchs, Maxim"
6619.0,01-01-2002,STATEN ISLAND,MID-ISLAND,10314,"Schneider, Emilia"
6620.0,16-07-2015,BROOKLYN,SOUTHERN BROOKLYN,11223,"Ludwig, Lisa"
6621.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10308,"Walter, Leon"
6627.0,01-01-1999,BROOKLYN,CENTRAL BROOKLYN,11213,"Wirth, Theo"
6629.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Graf, Paula"
6630.0,04-01-2006,QUEENS,NORTHWEST QUEENS,11101,"Krüger, Florian"
6631.0,null,MANHATTAN,CHELSEA AND CLINTON,10019,"Dietrich, Nora"
6638.0,01-01-2000,BROOKLYN,FLATBUSH,11225,"Bauer, Luna"
6640.0,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10467,"Martens, Tom"
6644.0,02-02-2010,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Kühn, Maxim"
6647.0,13-05-2014,BROOKLYN,CENTRAL BROOKLYN,11216,"Graf, Lennard"
6652.0,09-04-2008,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Linke, Dominik"
6653.0,null,BROOKLYN,GREENPOINT,11211,"Linke, Sebastian"
6656.0,02-10-2014,MANHATTAN,UPPER EAST SIDE,10065,"Richter, Mila"
6657.0,08-01-1999,QUEENS,JAMAICA,11432,"Dietz, Anna"
6659.0,null,QUEENS,WEST QUEENS,11373,"Wagner, Sarah"
6661.0,26-07-2004,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Adam, Theo"
6662.0,null,MANHATTAN,CHELSEA AND CLINTON,10001,"Weiß, Antonia"
6663.0,null,QUEENS,NORTH QUEENS,11358,"Koch, Lisa"
6666.0,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10001,"Lang, Clara"
6667.0,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Barth, Luca"
6668.0,null,BRONX,SOUTHEAST BRONX,10461,"Graf, Dominik"
6670.0,06-07-2006,MANHATTAN,LOWER MANHATTAN,10006,"Stephan, Sebastian"
6678.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10308,"Scholz, Amelie"
6686.0,01-01-2000,MANHATTAN,CENTRAL HARLEM,10027,"Lange, Alina"
6690.0,01-01-2000,QUEENS,JAMAICA,11434,"Otto, Maximilian"
6691.0,01-01-2000,MANHATTAN,UPPER WEST SIDE,10025,"Stark, Hannes"
6693.0,01-01-2000,STATEN ISLAND,PORT RICHMOND,10302,"Fischer, Greta"
6694.0,null,QUEENS,WEST QUEENS,11372,"Sommer, Emma"
6700.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Schilling, Alina"
6703.0,01-01-2000,MANHATTAN,LOWER EAST SIDE,10009,"Engel, Lennard"
6705.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Stephan, Adrian"
6707.0,01-01-2000,BRONX,NORTHEAST BRONX,10470,"Schneider, Nico"
6712.0,03-10-2012,BROOKLYN,SOUTHERN BROOKLYN,11224,"Frank, Johannes"
6713.0,22-06-2011,QUEENS,NORTH QUEENS,11357,"Schröder, Emma"
6718.0,16-08-1994,MANHATTAN,LOWER MANHATTAN,10007,"Albrecht, Timo"
6719.0,06-05-2010,QUEENS,WEST QUEENS,11369,"Keller, Luca"
6724.0,null,QUEENS,NORTHWEST QUEENS,11103,"Maier, Johanna"
6725.0,null,BRONX,BRONX PARK AND FORDHAM,10458,"Sauer, Niklas"
6727.0,null,QUEENS,WEST CENTRAL QUEENS,11374,"Schmitt, Dominik"
6730.0,01-01-2706,MANHATTAN,UPPER EAST SIDE,10021,"Meyer, Timo"
6731.0,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Schröder, Clara"
6732.0,null,QUEENS,JAMAICA,11423,"Maier, Maximilian"
6733.0,18-01-2016,QUEENS,SOUTHEAST QUEENS,11427,"Schmitt, Maxim"
6734.0,null,MANHATTAN,LOWER EAST SIDE,10002,"Fuchs, Lennard"
6735.0,19-05-2010,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Kaiser, Moritz"
6736.0,14-05-2003,QUEENS,SOUTHEAST QUEENS,11429,"Scholten, Tom"
6740.0,01-01-2000,QUEENS,CENTRAL QUEENS,11367,"Heinrichs, Elias"
6741.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11411,"Schmidt, Victoria"
6744.0,01-01-2000,MANHATTAN,EAST HARLEM,10029,"Kopp, Levi"
6745.0,null,BROOKLYN,BOROUGH PARK,11204,"Groß, Samuel"
6746.0,01-01-2000,MANHATTAN,CENTRAL HARLEM,10037,"Schröter, Ruben"
6749.0,09-08-2010,BRONX,SOUTHEAST BRONX,10465,"Schütz, Luna"
6750.0,01-01-1999,MANHATTAN,UPPER EAST SIDE,10128,"Hahn, Julian"
6751.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Müller, Emilia"
6756.0,01-01-2000,QUEENS,CENTRAL QUEENS,11367,"Arnold, Lotta"
6759.0,null,BROOKLYN,CENTRAL BROOKLYN,11212,"Huber, Elias"
6760.0,null,QUEENS,SOUTHWEST QUEENS,11416,"Otto, Florian"
6761.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11362,"Müller, David"
6763.0,null,QUEENS,NORTH QUEENS,11360,"Martens, Jonathan"
6764.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10038,"Kopp, Charlotte"
6771.0,null,QUEENS,NORTHEAST QUEENS,11363,"Förster, Moritz"
6772.0,null,QUEENS,JAMAICA,11432,"Weber, Kilian"
6777.0,12-11-2010,QUEENS,NORTH QUEENS,11359,"Roth, Emilia"
6778.0,null,MANHATTAN,CENTRAL HARLEM,10026,"Vogel, Anton"
6780.0,11-06-2012,BRONX,HUNTS POINT AND MOTT HAVEN,10459,"Schütz, Mia"
6785.0,01-01-1999,STATEN ISLAND,SOUTH SHORE,10307,"Roth, Nora"
6790.0,18-12-2005,BROOKLYN,NORTHWEST BROOKLYN,11201,"Schmitt, Johanna"
6792.0,05-01-2008,QUEENS,SOUTHEAST QUEENS,11428,"Weiß, Jule"
6796.0,20-11-2005,QUEENS,ROCKAWAYS,11694,"Scholten, Emilia"
6797.0,null,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Fischer, Simon"
6798.0,02-02-2010,BROOKLYN,CENTRAL BROOKLYN,11238,"Schröter, Jan"
6803.0,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11213,"Vogel, Felix"
6804.0,18-03-2012,BROOKLYN,FLATBUSH,11210,"Brandt, Philipp"
6806.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11416,"Sauer, Dominik"
6807.0,null,BRONX,NORTHEAST BRONX,10475,"Schwarz, Theo"
6813.0,null,QUEENS,WEST QUEENS,11369,"Otto, Anton"
6814.0,01-01-2000,BRONX,SOUTHEAST BRONX,10465,"Albrecht, Amelie"
6815.0,null,QUEENS,ROCKAWAYS,11694,"Scholten, Luisa"
6816.0,null,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Schilling, Helene"
6821.0,02-02-2010,MANHATTAN,LOWER MANHATTAN,10038,"Jung, Mila"
6824.0,null,MANHATTAN,UPPER EAST SIDE,10044,"Heinrichs, Frieda"
6826.0,11-04-2011,MANHATTAN,LOWER MANHATTAN,10004,"Jäger, Noah"
6828.0,01-01-1999,MANHATTAN,CENTRAL HARLEM,10030,"Huber, Lennard"
6831.0,null,BROOKLYN,NORTHWEST BROOKLYN,11217,"Weiß, Kilian"
6832.0,null,BROOKLYN,CENTRAL BROOKLYN,11212,"Stephan, Lina"
6833.0,null,BRONX,NORTHEAST BRONX,10475,"Scholten, Jan"
6834.0,12-05-2004,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Maier, Ronja"
6838.0,20-12-2010,BRONX,BRONX PARK AND FORDHAM,10468,"Zimmermann, Tobias"
6839.0,null,QUEENS,NORTH QUEENS,11360,"Heinrichs, Emilia"
6840.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Voigt, Luisa"
6845.0,null,QUEENS,WEST CENTRAL QUEENS,11385,"Richter, Sofia"
6851.0,null,QUEENS,SOUTHWEST QUEENS,11415,"Schäfer, Nils"
6854.0,null,QUEENS,SOUTHEAST QUEENS,11413,"Koch, Victoria"
6855.0,01-01-2000,QUEENS,NORTHWEST QUEENS,11105,"Schäfer, Lina"
6856.0,null,BROOKLYN,CANARSIE AND FLATLANDS,11239,"Klein, Lotta"
6857.0,16-05-2005,BROOKLYN,BOROUGH PARK,11230,"Brandt, Frieda"
6858.0,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Keller, Nils"
6866.0,31-05-2009,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Schreiber, Elias"
6870.0,null,MANHATTAN,LOWER MANHATTAN,10005,"Otto, Marco"
6872.0,null,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Engel, Fabian"
6877.0,null,QUEENS,WEST CENTRAL QUEENS,11379,"Jung, Adrian"
6880.0,11-08-2015,MANHATTAN,CENTRAL HARLEM,10039,"Dietrich, Jonas"
6884.0,null,QUEENS,SOUTHEAST QUEENS,11429,"Engel, Ronja"
6887.0,01-01-2000,BROOKLYN,BOROUGH PARK,11204,"Walter, Elias"
6888.0,null,MANHATTAN,CENTRAL HARLEM,10026,"Michel, Linus"
6890.0,05-02-2000,QUEENS,CENTRAL QUEENS,11365,"Lang, Noah"
6892.0,null,BROOKLYN,SOUTHERN BROOKLYN,11224,"Peters, Luna"
6894.0,null,BROOKLYN,SUNSET PARK,11232,"Schreiber, Maxim"
6895.0,null,MANHATTAN,LOWER MANHATTAN,10038,"Albrecht, Lotta"
6899.0,null,MANHATTAN,LOWER EAST SIDE,10003,"Berger, Katharina"
6902.0,null,QUEENS,NORTHWEST QUEENS,11106,"Lorenz, Luis"
6904.0,null,BRONX,SOUTHEAST BRONX,10464,"Jäger, Florian"
6907.0,null,BRONX,CENTRAL BRONX,10453,"Wagner, Theo"
6908.0,null,BRONX,SOUTHEAST BRONX,10473,"Simon, Melina"
6909.0,null,QUEENS,WEST QUEENS,11378,"Köhler, Dominik"
6912.0,null,BROOKLYN,CENTRAL BROOKLYN,11212,"Zimmermann, Erik"
6914.0,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11235,"Neumann, Theo"
6918.0,01-01-2000,QUEENS,JAMAICA,11433,"Reuter, Johanna"
6921.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11416,"Sauer, Paula"
6923.0,01-01-1999,BRONX,CENTRAL BRONX,10457,"Busch, Theo"
6924.0,01-01-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Kaiser, Marie"
6927.0,null,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Krämer, Fabian"
6929.0,null,BROOKLYN,SOUTHERN BROOKLYN,11224,"Lang, Dominik"
6930.0,01-01-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10304,"Stephan, Nils"
6932.0,null,MANHATTAN,EAST HARLEM,10029,"Reuter, Aaron"
6935.0,22-08-2012,BRONX,HUNTS POINT AND MOTT HAVEN,10454,"Maier, Katharina"
6937.0,01-01-2000,QUEENS,NORTH QUEENS,11358,"Albrecht, Dominik"
6938.0,28-03-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Schröder, Anton"
6939.0,12-11-2009,MANHATTAN,CHELSEA AND CLINTON,10036,"Schulz, Julian"
6941.0,01-01-2000,BROOKLYN,SUNSET PARK,11232,"Becker, Katharina"
6943.0,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Wagner, Fabian"
6944.0,01-01-2000,QUEENS,NORTH QUEENS,11355,"Meyer, Theo"
6945.0,03-08-2005,MANHATTAN,GREENWICH VILLAGE AND SOHO,10012,"Frank, Luisa"
6946.0,26-05-1984,BRONX,SOUTHEAST BRONX,10465,"Simon, Ella"
6947.0,12-11-2014,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Heinrichs, Felix"
6950.0,null,MANHATTAN,UPPER EAST SIDE,10075,"Becker, Tom"
6951.0,05-04-2014,MANHATTAN,UPPER EAST SIDE,10044,"Köhler, Elisa"
6955.0,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Lang, Leon"
6956.0,null,BRONX,BRONX PARK AND FORDHAM,10468,"Freitag, Julian"
6959.0,null,QUEENS,NORTH QUEENS,11356,"Huber, Alina"
6960.0,null,BRONX,HUNTS POINT AND MOTT HAVEN,10455,"Zimmermann, Paula"
6962.0,18-02-2004,QUEENS,WEST QUEENS,11377,"Paul, Luca"
6963.0,19-05-2008,MANHATTAN,UPPER EAST SIDE,10075,"Schütz, Anton"
6964.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10304,"Michel, Jonathan"
6965.0,12-05-2004,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Beck, Erik"
6969.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10308,"Wagner, Collin"
6970.0,10-12-2015,BROOKLYN,CENTRAL BROOKLYN,11233,"Keller, Peer"
6971.0,12-04-1990,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Wagner, Felix"
6972.0,null,QUEENS,JAMAICA,11434,"Stark, Ruben"
6974.0,null,QUEENS,WEST QUEENS,11368,"Graf, Julian"
6976.0,01-01-2000,BROOKLYN,FLATBUSH,11210,"Stephan, Jonathan"
6978.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Ludwig, Paul"
6980.0,07-02-2013,BRONX,HUNTS POINT AND MOTT HAVEN,10455,"Albrecht, Jonathan"
6983.0,null,QUEENS,ROCKAWAYS,11694,"Maier, Marco"
6984.0,null,QUEENS,ROCKAWAYS,11693,"Frank, Jonas"
6985.0,05-02-2000,QUEENS,ROCKAWAYS,11692,"Becker, Laurin"
6989.0,null,QUEENS,WEST QUEENS,11369,"Dietz, Moritz"
6991.0,null,QUEENS,SOUTHEAST QUEENS,11004,"Lehmann, Lara"
7002.0,01-01-2000,BRONX,SOUTHEAST BRONX,10461,"Möller, Erik"
7003.0,null,QUEENS,WEST CENTRAL QUEENS,11379,"Klein, Theo"
7006.0,01-01-1999,QUEENS,SOUTHWEST QUEENS,11415,"Werner, Ben"
7007.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Ziegler, Paul"
7010.0,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Schneider, Frieda"
7012.0,15-08-2008,MANHATTAN,UPPER WEST SIDE,10025,"Werner, Tim"
7013.0,01-01-1999,MANHATTAN,CHELSEA AND CLINTON,10011,"Wagner, Dominik"
7014.0,01-01-1999,BROOKLYN,NORTHWEST BROOKLYN,11217,"Günther, Hannes"
7016.0,01-01-1999,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Fuchs, Nele"
7017.0,null,STATEN ISLAND,SOUTH SHORE,10306,"Richter, Mathilda"
7018.0,null,STATEN ISLAND,MID-ISLAND,10314,"Meyer, Lara"
7019.0,01-06-2001,BRONX,SOUTHEAST BRONX,10473,"Dietrich, Tobias"
7021.0,null,MANHATTAN,CHELSEA AND CLINTON,10001,"Schwarz, Aaron"
7023.0,null,QUEENS,CENTRAL QUEENS,11366,"Krämer, Marco"
7024.0,null,QUEENS,SOUTHEAST QUEENS,11413,"Kopp, Emma"
7025.0,01-01-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Schilling, Tom"
7026.0,09-08-2013,QUEENS,SOUTHWEST QUEENS,11415,"Braun, Lea"
7028.0,null,QUEENS,NORTHWEST QUEENS,11104,"Hartmann, Alina"
7030.0,null,QUEENS,NORTHWEST QUEENS,11101,"Möller, Noah"
7031.0,01-01-2000,QUEENS,JAMAICA,11434,"Huber, Marco"
7034.0,27-12-2010,BROOKLYN,SOUTHERN BROOKLYN,11229,"Schmid, Erik"
7036.0,null,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Winkler, Leon"
7038.0,null,BRONX,SOUTHEAST BRONX,10465,"Barth, Sebastian"
7039.0,22-06-2002,STATEN ISLAND,PORT RICHMOND,10310,"Peters, Mathilda"
7043.0,null,QUEENS,CENTRAL QUEENS,11367,"Kuhn, Hannes"
7045.0,26-12-1998,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Kuhn, Anna"
7050.0,null,QUEENS,CENTRAL QUEENS,11366,"Albrecht, Oskar"
7052.0,null,MANHATTAN,LOWER MANHATTAN,10007,"Richter, Collin"
7054.0,27-04-1982,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Schulz, Jule"
7059.0,21-08-2013,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Weber, Marlene"
7060.0,12-11-2010,MANHATTAN,LOWER MANHATTAN,10007,"Möller, Luisa"
7062.0,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11201,"Günther, Paula"
7063.0,14-02-1973,QUEENS,NORTH QUEENS,11356,"Schilling, Leon"
7064.0,21-04-1992,MANHATTAN,CHELSEA AND CLINTON,10020,"Horn, Samuel"
7066.0,null,MANHATTAN,UPPER EAST SIDE,10044,"Krüger, Helene"
7070.0,01-01-2000,QUEENS,ROCKAWAYS,11694,"Hoffmann, Sofia"
7074.0,12-11-2008,MANHATTAN,LOWER MANHATTAN,10005,"Schütz, Pascal"
7075.0,null,QUEENS,WEST QUEENS,11370,"Baumann, Marie"
7077.0,null,MANHATTAN,UPPER EAST SIDE,10028,"Kuhn, Katharina"
7078.0,null,QUEENS,JAMAICA,11412,"Wagner, Nora"
7081.0,null,QUEENS,CENTRAL QUEENS,11366,"Simon, Clara"
7082.0,26-12-2013,BRONX,NORTHEAST BRONX,10469,"Maier, Niklas"
7083.0,null,QUEENS,SOUTHEAST QUEENS,11005,"Graf, Theo"
7084.0,01-01-1999,QUEENS,NORTH QUEENS,11354,"Günther, Jakob"
7086.0,null,QUEENS,CENTRAL QUEENS,11365,"Möller, Niklas"
7087.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11004,"Sauer, Julian"
7089.0,20-01-1993,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Sauer, Nico"
7091.0,null,MANHATTAN,LOWER MANHATTAN,10006,"Lorenz, Amelie"
7093.0,null,QUEENS,WEST QUEENS,11377,"Schmidt, Tim"
7094.0,null,QUEENS,SOUTHWEST QUEENS,11416,"Kaiser, Elisa"
7095.0,23-08-2007,QUEENS,SOUTHEAST QUEENS,11411,"Krämer, Sarah"
7096.0,23-04-1981,MANHATTAN,UPPER EAST SIDE,10065,"Schwarz, Pauline"
7097.0,null,BROOKLYN,BOROUGH PARK,11204,"Schmid, Paula"
7099.0,01-01-2000,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11206,"Frank, Clara"
7100.0,05-03-2000,BRONX,HUNTS POINT AND MOTT HAVEN,10455,"Köhler, Johanna"
7102.0,null,BRONX,HUNTS POINT AND MOTT HAVEN,10459,"Kaiser, Helene"
7103.0,null,MANHATTAN,LOWER MANHATTAN,10006,"Lange, Julian"
7105.0,null,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Fuchs, Fabian"
7108.0,null,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Scholz, Julian"
7110.0,null,QUEENS,ROCKAWAYS,11691,"Martens, Luis"
7113.0,null,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11206,"Huber, Finn"
7115.0,null,BROOKLYN,CENTRAL BROOKLYN,11213,"Heinrichs, Nele"
7117.0,27-07-2013,BRONX,BRONX PARK AND FORDHAM,10468,"Pohl, Jule"
7120.0,01-01-1999,BROOKLYN,NORTHWEST BROOKLYN,11215,"Paul, Ruben"
7121.0,12-11-2010,MANHATTAN,LOWER MANHATTAN,10006,"Voigt, Laurin"
7122.0,null,QUEENS,NORTHEAST QUEENS,11363,"Wirth, Mia"
7123.0,16-02-2015,BRONX,BRONX PARK AND FORDHAM,10458,"Ludwig, Vincent"
7124.0,07-12-2005,QUEENS,ROCKAWAYS,11694,"Schilling, Clara"
7130.0,01-01-2000,MANHATTAN,UPPER WEST SIDE,10025,"Lange, Emil"
7131.0,null,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Wagner, Paula"
7134.0,21-07-1981,QUEENS,ROCKAWAYS,11692,"Horn, Greta"
7135.0,null,BRONX,SOUTHEAST BRONX,10465,"Keller, Alexander"
7137.0,null,MANHATTAN,UPPER WEST SIDE,10024,"Freitag, Malte"
7139.0,null,BROOKLYN,SUNSET PARK,11232,"Böhm, Lina"
7142.0,01-01-2000,BRONX,NORTHEAST BRONX,10466,"Paul, Finn"
7143.0,null,QUEENS,SOUTHWEST QUEENS,11419,"Michel, Marlene"
7148.0,01-01-2000,MANHATTAN,UPPER EAST SIDE,10128,"Arnold, Collin"
7149.0,04-11-2003,BROOKLYN,NORTHWEST BROOKLYN,11217,"Wirth, Jule"
7150.0,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10018,"Otto, Johannes"
7151.0,null,QUEENS,NORTH QUEENS,11355,"Maier, Greta"
7154.0,null,MANHATTAN,CENTRAL HARLEM,10030,"Simon, Nele"
7156.0,01-01-1999,BROOKLYN,BOROUGH PARK,11219,"Günther, Finn"
7162.0,01-01-2000,MANHATTAN,UPPER EAST SIDE,10128,"Adam, Leon"
7163.0,null,QUEENS,JAMAICA,11432,"Köhler, Alexander"
7166.0,01-01-2000,QUEENS,WEST CENTRAL QUEENS,11375,"Voigt, Moritz"
7168.0,01-01-2000,BROOKLYN,SUNSET PARK,11220,"Scholten, Johannes"
7169.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11361,"Möller, Finn"
7170.0,01-11-1992,QUEENS,WEST QUEENS,11372,"Maier, Pauline"
7173.0,13-01-1992,BROOKLYN,CENTRAL BROOKLYN,11238,"Fuchs, Charlotte"
7174.0,null,QUEENS,WEST CENTRAL QUEENS,11374,"Frank, Marie"
7175.0,05-04-2014,QUEENS,ROCKAWAYS,11692,"Möller, Tim"
7176.0,null,BRONX,SOUTHEAST BRONX,10461,"Engel, Emma"
7178.0,null,BRONX,NORTHEAST BRONX,10469,"Hahn, Mia"
7179.0,null,QUEENS,NORTHEAST QUEENS,11364,"Heinrichs, Ruben"
