claim_no,policy_no,claim_date,months_as_customer,injury,property,vehicle,total,collision_type,number_of_vehicles_involved,age,insured_relationship,license_issue_date,date,hour,type,severity,number_of_witnesses,suspicious_activity
6f2ad7b2-2aaa-4769-a8ea-65c0858d6b8e,102136594,2019-10-26,370,450,900,3600,4950,Side Collision,4,25.0,own-child,30-01-2013,2019-10-19,2,Multi-vehicle Collision,Trivial Damage,0,false
924ddf45-3ee2-494f-9ddd-523f442f5920,102149618,2020-09-22,89,7040,7040,42240,56320,Side Collision,1,19.0,own-child,22-08-2017,2020-09-01,23,Parked Car,Minor Damage,2,false
d06fd98a-2d55-4747-ab81-67bf84ca2ac4,102084538,2017-06-15,101,6040,6040,48320,60400,Rear Collision,4,40.0,husband,12-08-2013,2017-06-10,12,Multi-vehicle Collision,Trivial Damage,0,false
9ab4dc88-320c-4222-84a2-0574ec69e459,102140986,2020-02-16,25,4060,4060,32480,40600,null,4,28.0,other-relative,26-08-2008,2020-02-06,10,Multi-vehicle Collision,Trivial Damage,3,false
7205c85f-9fe2-43fe-b9a9-2580709be565,102075943,2017-03-10,409,570,570,4560,5700,Side Collision,1,28.0,not-in-family,24-06-2012,2016-06-26,6,Single Vehicle Collision,Total Loss,1,false
0cb003a8-9f71-4e14-8a8d-1b0835a460ff,102103257,2018-04-08,475,8060,8060,32240,48360,Front Collision,1,47.0,unmarried,26-10-2005,2018-03-31,12,Single Vehicle Collision,Major Damage,3,false
7311f7dd-67b1-401e-a1b1-17cfd69674ec,102117976,2019-01-24,78,530,530,4240,5300,null,1,30.0,husband,27-08-2014,2019-01-14,21,Single Vehicle Collision,Minor Damage,0,false
a5bfc8ad-daa1-4082-9176-e5b8943028ab,102120322,2019-01-24,265,960,960,4320,6240,Rear Collision,1,28.0,husband,10-11-2008,2019-01-22,5,Single Vehicle Collision,Minor Damage,3,false
a5b0c45e-d6a0-455f-a141-3f9bbbe0857e,102109088,2018-09-16,369,6850,6850,47950,61650,null,4,36.0,not-in-family,19-06-2005,2018-09-07,0,Multi-vehicle Collision,Major Damage,2,false
c87af1df-2f6a-4705-8981-b2897ce9d814,102148876,2020-09-04,107,8080,4040,32320,44440,Front Collision,1,55.0,unmarried,20-11-2001,2020-08-29,21,Vehicle Theft,Total Loss,0,false
3896dd9a-6a88-4f9f-9750-007c8f5ba429,102094663,2017-11-11,27,660,1320,5280,7260,Side Collision,4,40.0,own-child,28-11-2006,2017-11-10,21,Multi-vehicle Collision,Total Loss,0,false
f4d5486b-fd20-43bc-b177-f5c99f2bbf63,102083691,2017-06-14,148,16360,8180,57260,81800,Rear Collision,1,39.0,own-child,11-12-2015,2017-06-12,6,Single Vehicle Collision,Major Damage,0,true
7588a249-a402-4a3b-a68e-c45c2259ec66,102081243,2017-05-17,95,810,810,5670,7290,Rear Collision,1,44.0,wife,30-03-2005,2017-05-14,0,Parked Car,Minor Damage,0,false
5405edb7-83a8-4568-a1a4-06d82d3ecadb,102123082,2019-01-27,2,5190,10380,36330,51900,Side Collision,1,36.0,own-child,19-01-2015,2019-01-20,12,Vehicle Theft,Major Damage,1,false
42d4d682-a029-4795-8bcf-2a4cb32e639d,102114799,2019-01-27,99,9880,4940,39520,54340,Front Collision,4,40.0,husband,12-08-2013,2018-09-15,16,Multi-vehicle Collision,Trivial Damage,1,false
49058286-d4e3-4189-99f9-55ecf391f437,102051622,2016-04-23,267,0,550,3850,4400,null,1,43.0,not-in-family,20-01-2010,2016-04-13,10,Single Vehicle Collision,Minor Damage,1,false
f2283178-6fd9-46b6-89b5-e08193539ede,102060373,2016-09-07,215,11580,11580,46320,69480,Front Collision,4,27.0,wife,05-05-2016,2016-08-28,4,Multi-vehicle Collision,Minor Damage,2,false
93af033b-29cd-4f73-8530-a6ec96709eb3,102151513,2020-11-08,129,6780,6780,40680,54240,Side Collision,1,18.0,husband,15-11-2018,2020-11-02,8,Single Vehicle Collision,Trivial Damage,0,false
bc0fe213-62af-4336-85aa-22a54728cfc1,102115092,2019-01-28,252,1460,1460,5840,8760,Side Collision,1,37.0,wife,18-06-2003,2019-01-22,2,Single Vehicle Collision,Total Loss,2,false
aecbf2bf-6408-46b8-9336-a5fe45e2242e,102141086,2020-02-19,289,5830,11660,40810,58300,Front Collision,1,35.0,not-in-family,01-04-2010,2020-02-17,4,Vehicle Theft,Major Damage,3,true
1b5a5372-808e-4633-b164-da6165426e1d,102146970,2020-07-15,166,6140,6140,49120,61400,Front Collision,4,70.0,wife,18-03-2001,2020-07-09,15,Multi-vehicle Collision,Total Loss,0,true
b7053ff1-db6c-456d-8076-1b9abd409380,102104991,2018-05-21,295,5680,5680,39760,51120,Rear Collision,1,34.0,unmarried,05-11-2006,2018-05-17,14,Vehicle Theft,Minor Damage,3,true
631422c7-bee6-4867-9484-9d3a69745c64,102138035,2019-12-04,426,7080,21240,35400,63720,Front Collision,1,37.0,not-in-family,18-06-2003,2019-12-01,20,Single Vehicle Collision,Trivial Damage,3,false
6c68450e-e155-4a28-b0f3-3242cf311f85,102132547,2019-07-20,70,1180,1180,4720,7080,Front Collision,1,31.0,unmarried,27-01-2008,2019-07-15,14,Single Vehicle Collision,Minor Damage,1,false
42db0fc7-57f3-4b90-b88d-3ed28edb02c3,102113869,2019-01-06,34,10860,10860,48870,70590,Side Collision,4,30.0,other-relative,22-05-2013,2018-02-12,10,Multi-vehicle Collision,Major Damage,2,false
d04d0d2a-12bf-4b5f-b0fc-b9931ce372e4,102070322,2017-01-08,228,10560,5280,36960,52800,Side Collision,1,42.0,unmarried,26-04-2009,2017-01-07,3,Parked Car,Major Damage,0,false
ffde1bcb-52ce-462a-b4d7-06cf041de1e8,102096802,2017-12-07,273,330,330,2310,2970,Front Collision,4,46.0,own-child,25-12-2008,2017-11-28,19,Multi-vehicle Collision,Minor Damage,3,true
eceb2998-f3c0-4577-9b62-e682cac07a1d,102103826,2018-05-20,300,9920,9920,34720,54560,Side Collision,1,67.0,own-child,16-05-2000,2018-01-08,8,Parked Car,Minor Damage,3,false
2905b2ff-a62c-4d54-b41f-18f2e4ddf0e5,102100023,2018-01-29,396,4990,4990,34930,44910,Side Collision,1,34.0,wife,19-10-2002,2018-01-09,1,Single Vehicle Collision,Major Damage,3,true
64be6b1e-17a2-45a4-95e2-7768f0abc13a,102067839,2016-12-08,140,820,410,2870,4100,Side Collision,1,50.0,husband,01-06-2003,2016-10-15,9,Parked Car,Minor Damage,2,false
3ea4225f-fdfd-4e67-a30b-a1c59bce99b5,102112223,2018-11-25,310,5440,10880,38080,54400,null,1,28.0,husband,27-08-2017,2018-10-23,23,Single Vehicle Collision,Total Loss,2,true
e12d4eee-c6f0-4ff5-97d7-a1d73f1deb22,102129901,2019-05-03,45,10160,5080,35560,50800,Rear Collision,4,59.0,own-child,07-03-2005,2019-03-22,23,Multi-vehicle Collision,Total Loss,2,false
eca273b0-9527-45df-b2ec-6aa355304f68,102068363,2016-12-17,256,12780,6390,51120,70290,Front Collision,1,31.0,wife,25-12-2016,2016-11-10,10,Single Vehicle Collision,Minor Damage,0,false
b0d9f8f5-7b58-4f6a-85ca-edd6e1cb00e4,102082013,2017-05-25,373,1120,560,3920,5600,null,1,41.0,unmarried,29-09-2004,2016-12-17,2,Single Vehicle Collision,Trivial Damage,2,false
12386b9a-81a3-478d-8771-32d54ff88e41,102124089,2019-04-02,192,300,300,2100,2700,Side Collision,1,32.0,unmarried,23-07-2017,2019-02-03,10,Single Vehicle Collision,Major Damage,1,false
e79b2960-2585-4405-8dad-e57d8bd96401,102121593,2019-04-02,151,7050,14100,49350,70500,Front Collision,4,28.0,wife,09-03-2015,2019-02-03,21,Multi-vehicle Collision,Major Damage,3,false
b73ceba5-b595-4736-8152-62ccf19e5c9e,102152916,2020-12-24,359,7340,7340,58720,73400,Side Collision,4,37.0,unmarried,17-03-2001,2020-09-01,7,Multi-vehicle Collision,Trivial Damage,1,true
a775f872-d224-4240-856e-8b926eeeb4d1,102051648,2016-04-30,65,0,6100,36600,42700,null,4,43.0,own-child,20-02-2005,2016-02-03,14,Multi-vehicle Collision,Major Damage,0,false
c962eb4d-5726-4d4d-a008-add008bccf19,102138242,2019-12-07,463,9420,4710,37680,51810,Rear Collision,4,25.0,wife,19-08-2010,2019-09-12,12,Multi-vehicle Collision,Major Damage,1,false
1d96402f-1150-499f-b944-6f5fe255c4d6,102093738,2017-10-30,60,10160,10160,30480,50800,Front Collision,4,36.0,unmarried,30-09-2010,2017-07-26,21,Multi-vehicle Collision,Minor Damage,2,false
7ea398b3-df2d-4647-91d9-ff103e421c78,102050176,2016-03-11,206,8500,4250,29750,42500,null,4,36.0,own-child,08-05-2005,2015-12-13,22,Multi-vehicle Collision,Total Loss,0,false
25e9fdcd-2161-4564-8abc-d534961126e6,102082530,2017-06-13,242,6930,13860,62370,83160,Rear Collision,4,41.0,husband,04-09-2007,2017-03-19,11,Multi-vehicle Collision,Trivial Damage,3,false
885fdbaa-cb7c-4b76-b304-16c58d774445,102152184,2020-11-28,289,16860,8430,67440,92730,Side Collision,1,40.0,unmarried,23-01-2018,2020-07-02,7,Single Vehicle Collision,Total Loss,2,false
16232aee-641e-411b-a722-0f2581916074,102116601,2019-03-18,290,10540,5270,47430,63240,null,1,35.0,wife,08-05-2018,2018-11-09,17,Vehicle Theft,Major Damage,3,true
3af4d0e7-7044-4af7-b7c2-ae9a013d871b,102107386,2018-07-16,285,7770,15540,54390,77700,Rear Collision,4,39.0,own-child,01-01-2017,2018-03-01,15,Multi-vehicle Collision,Minor Damage,3,false
41e54775-42f6-48d2-9b33-3910d1927196,102124589,2019-06-02,69,11500,5750,46000,63250,null,1,26.0,unmarried,18-11-2017,2018-08-03,9,Parked Car,Minor Damage,2,false
c824a119-ef40-448b-ba65-31f9d46443b1,102152659,2020-12-23,125,5730,11460,34380,51570,Side Collision,1,40.0,unmarried,13-12-2005,2020-08-07,18,Single Vehicle Collision,Minor Damage,1,false
c8d70651-0fe2-436b-b4d0-0ee717e7931c,102132989,2019-07-28,254,1240,1240,5580,8060,Front Collision,1,40.0,other-relative,11-06-2008,2019-04-03,22,Single Vehicle Collision,Total Loss,0,false
ec8f8f62-e44c-465e-9220-b8175e2d03f0,102123106/1,2019-07-02,344,5000,10000,40000,55000,Side Collision,4,26.0,wife,12-03-2018,2019-02-04,4,Multi-vehicle Collision,Minor Damage,1,false
dd005935-5583-48cc-81c9-8042c6cf4107,102144280,2020-05-20,65,420,840,3360,4620,Side Collision,1,28.0,unmarried,17-07-2017,2019-12-21,19,Parked Car,Minor Damage,3,false
a9c0181b-9f4b-4ed4-acea-13a394aee8ac,102087277,2017-07-29,305,10680,5340,32040,48060,null,1,32.0,not-in-family,23-05-2013,2016-11-29,5,Single Vehicle Collision,Major Damage,1,false
3fd24303-67b8-4602-846e-db06c497e945,102128860,2019-10-02,156,6720,6720,47040,60480,Side Collision,4,58.0,other-relative,02-01-1995,2019-02-05,13,Multi-vehicle Collision,Minor Damage,3,true
93f41b2c-641f-40ce-88ba-0a7244dec3a3,102096806,2017-12-07,468,6930,13860,55440,76230,Rear Collision,1,38.0,husband,06-11-2008,2017-04-14,12,Single Vehicle Collision,Total Loss,3,false
ed93a77f-ed37-49b3-9630-972db7de695e,102050048,2016-02-29,65,5050,10100,45450,60600,null,4,23.0,husband,04-07-2013,2015-07-06,2,Multi-vehicle Collision,Minor Damage,3,false
f5ea6c11-ce23-4ac3-b620-cba183c5f14b,102142274,2020-04-13,142,9480,4740,33180,47400,Side Collision,1,33.0,not-in-family,03-09-2018,2019-08-21,10,Parked Car,Trivial Damage,3,false
1cd5e044-6d1f-4fd1-aee1-fdc64ffd23d6,102122489,2019-10-02,304,7520,15040,60160,82720,Rear Collision,4,43.0,wife,14-04-2015,2019-01-31,12,Multi-vehicle Collision,Trivial Damage,1,false
4cdfc7c1-f8fb-47a1-8b15-d9da9d4043bd,102068799,2016-12-21,27,7520,15040,60160,82720,Front Collision,4,32.0,other-relative,11-12-2004,2016-04-28,18,Multi-vehicle Collision,Total Loss,0,true
dae8b0b9-46a0-4368-b0f9-508b48e20040,102083478,2017-06-10,458,11820,11820,47280,70920,Side Collision,1,30.0,other-relative,10-12-2012,2016-10-14,13,Single Vehicle Collision,Total Loss,1,false
7bc42e19-eb07-4afb-8f1b-e9481fafac9d,102136244,2019-11-02,91,5730,11460,34380,51570,Front Collision,4,34.0,unmarried,10-03-2009,2019-02-09,4,Multi-vehicle Collision,Total Loss,1,false
ef9e1e3e-26a2-42c1-a915-5cada1d9b177,102053502,2016-06-02,188,18000,9000,63000,90000,Front Collision,1,40.0,wife,04-12-2006,2015-08-16,12,Parked Car,Minor Damage,1,false
cc8b52ff-4ea1-4f0c-87f1-bdc4c971889a,102100553,2018-02-07,413,820,820,4920,6560,Rear Collision,4,56.0,other-relative,13-06-1998,2017-05-18,4,Multi-vehicle Collision,Trivial Damage,0,false
6ec45b2c-007e-4aa4-9e94-80fa439ef192,102133636,2019-11-02,85,7350,14700,58800,80850,Rear Collision,1,41.0,husband,07-03-2006,2019-02-10,12,Single Vehicle Collision,Total Loss,3,true
29c7f818-aecc-40c4-b362-e21e2f7e1092,102074575,2017-02-21,156,10820,10820,43280,64920,Front Collision,4,27.0,own-child,05-09-2012,2016-05-29,9,Multi-vehicle Collision,Total Loss,2,true
ae30ba19-1d9a-4a6f-9086-23a9b7d4d187,102098422,2017-12-31,33,13660,13660,54640,81960,Rear Collision,4,40.0,other-relative,29-08-2007,2017-02-18,16,Multi-vehicle Collision,Minor Damage,2,false
bdc7774c-aa55-4bd2-a279-5b5f040d243a,102101356,2018-02-21,235,12100,6050,48400,66550,null,1,50.0,husband,08-03-2000,2017-04-24,13,Single Vehicle Collision,Major Damage,2,false
38b0c80d-c9e7-4688-9f1a-e4334de894c4,102073317,2017-02-11,246,290,580,2320,3190,Rear Collision,4,58.0,not-in-family,11-06-1995,2017-02-10,16,Multi-vehicle Collision,Major Damage,2,false
21fe5d81-d184-47f0-ab01-8c91e4c3d0e7,102142497,2020-03-20,15,5740,5740,40180,51660,Side Collision,4,37.0,unmarried,24-10-1998,2020-03-16,19,Multi-vehicle Collision,Major Damage,2,false
187e1f57-61f1-4f69-afbf-82bc6ed24ee8,102061164,2016-09-22,78,15420,7710,53970,77100,Side Collision,4,22.0,own-child,25-03-2018,2016-09-21,5,Multi-vehicle Collision,Major Damage,3,true
e8a485a4-e5b8-40e3-aa79-dcba18a4d15e,102080665,2017-05-05,160,6600,6600,46200,59400,null,4,30.0,own-child,01-06-2014,2017-03-21,23,Multi-vehicle Collision,Total Loss,1,false
6671719e-2cae-4f2f-98a1-b5be66f314ab,102083541,2017-06-11,270,9200,13800,32200,55200,Rear Collision,1,29.0,other-relative,09-06-2011,2017-03-25,15,Single Vehicle Collision,Major Damage,3,true
117dd199-e462-4fff-8b62-b0831fd4484c,102147750,2020-08-18,355,15960,7980,55860,79800,null,4,26.0,unmarried,18-08-2015,2020-08-13,6,Multi-vehicle Collision,Minor Damage,0,true
57baac24-b9d2-4588-b79c-a1f8415b3ad1,102116672,2019-02-14,407,11320,5660,39620,56600,Rear Collision,4,35.0,wife,04-01-2010,2019-02-07,21,Multi-vehicle Collision,Minor Damage,1,true
11ab6c35-2d83-4aa7-b389-22ac703af51d,102134899,2019-09-22,182,12140,6070,42490,60700,null,4,43.0,unmarried,25-05-2003,2019-09-05,18,Multi-vehicle Collision,Major Damage,3,true
0361f6db-3179-4fc4-8665-f0239557059e,102090001,2017-09-03,215,540,1080,4320,5940,Front Collision,1,37.0,wife,21-12-2004,2017-08-29,5,Single Vehicle Collision,Minor Damage,0,false
1023dcd5-44c6-4574-8fba-1c866fe26de6,102091436,2017-09-24,188,6050,12100,36300,54450,Front Collision,4,26.0,unmarried,24-10-2010,2017-09-21,23,Multi-vehicle Collision,Minor Damage,3,false
5c06416d-2c6c-4e4b-b02b-0f0aae8ed1b9,102104576,2018-05-11,96,15080,15080,60320,90480,Side Collision,1,23.0,wife,01-09-2013,2018-05-10,14,Vehicle Theft,Total Loss,2,true
b7e978c3-bc6a-4f81-a31f-2dd91c713883,102105369,2018-05-31,56,11120,5560,38920,55600,Rear Collision,4,57.0,wife,03-07-2004,2018-05-26,9,Multi-vehicle Collision,Minor Damage,0,false
7101f909-f9ba-4b46-8a00-cb6f8ecf05d1,102140510,2020-02-07,259,17300,17300,60550,95150,Front Collision,1,27.0,other-relative,25-10-2016,2020-02-03,8,Single Vehicle Collision,Minor Damage,3,true
ac0359d0-c597-4b07-ba25-60a601eec333,102108844,2018-08-23,70,5540,11080,44320,60940,Rear Collision,1,39.0,wife,30-11-2008,2018-08-11,12,Vehicle Theft,Minor Damage,2,false
e177fbc5-9a92-49cf-92f7-25d291e50328,102095837,2017-11-26,20,6110,12220,54990,73320,Rear Collision,1,27.0,own-child,21-09-2010,2017-11-25,8,Single Vehicle Collision,Minor Damage,3,false
a28e06e4-0a9e-4c84-a5ee-0b8a2f93cd6d,102130013,2019-05-04,200,3310,3310,23170,29790,Front Collision,4,51.0,other-relative,23-10-2000,2019-05-04,13,Multi-vehicle Collision,Total Loss,0,false
836a8f69-9276-4222-ba32-7838068f0f4c,102079274,2017-04-19,50,11880,5940,41580,59400,Side Collision,4,20.0,own-child,21-03-2017,2017-04-18,5,Multi-vehicle Collision,Minor Damage,3,true
954cc8b4-9243-4f46-9df0-86c8f62152b6,102143780/1,2020-06-28,451,2770,2770,22160,27700,null,4,28.0,own-child,21-01-2014,2020-06-28,18,Multi-vehicle Collision,Minor Damage,0,false
8f07f03e-0d93-473a-828f-8298b5f6f500,102062279,2016-09-26,4,11580,11580,46320,69480,Front Collision,4,42.0,husband,22-07-2008,2016-09-16,0,Multi-vehicle Collision,Minor Damage,2,false
2f23780a-97e1-4c8b-a661-cf8347914f50,102129670,2019-05-31,356,0,15540,54390,69930,null,1,21.0,husband,07-03-2016,2019-05-17,7,Vehicle Theft,Major Damage,0,true
9227a571-2498-40ff-af62-5cf7cb238f8c,102133429,2019-08-08,128,6050,12100,36300,54450,Rear Collision,4,29.0,other-relative,18-07-2013,2019-08-06,14,Multi-vehicle Collision,Major Damage,0,false
6e3f7dc4-b925-4143-8045-b086f8a8457c,102063631,2016-10-31,119,17400,11600,46400,75400,null,1,23.0,husband,18-08-2016,2016-10-10,15,Single Vehicle Collision,Trivial Damage,3,false
92d61a4a-b581-40d9-ae60-727a110946bc,102116264,2019-02-20,103,12100,6050,48400,66550,Rear Collision,1,31.0,wife,30-09-2009,2019-02-19,22,Single Vehicle Collision,Minor Damage,2,true
88de18be-6401-4e61-8761-a076412ee4d7,102068354,2016-12-17,283,5350,5350,42800,53500,Front Collision,1,38.0,husband,21-07-2004,2016-09-30,23,Single Vehicle Collision,Trivial Damage,3,false
4de745ab-0ebd-470d-a5b8-ad9993c5dfe2,102059319,2016-08-26,94,11160,5580,44640,61380,Rear Collision,1,63.0,not-in-family,26-01-1982,2016-08-24,5,Single Vehicle Collision,Total Loss,0,false
d34b37ba-4cd9-4d6a-9111-4db94907829a,102131648,2019-06-30,163,480,480,1680,2640,Front Collision,4,49.0,wife,08-12-2004,2019-06-28,1,Multi-vehicle Collision,Minor Damage,2,false
7fde9669-775e-4a03-94c8-b8624edf8efb,102140695,2020-02-16,330,5780,5780,52020,63580,Rear Collision,1,33.0,own-child,05-12-2007,2020-02-13,6,Single Vehicle Collision,Total Loss,2,false
df8caaab-09f7-45a9-8466-06d21a987b18,102088957,2017-08-19,33,18000,9000,63000,90000,Rear Collision,4,18.0,wife,14-08-2018,2017-08-14,15,Multi-vehicle Collision,Minor Damage,3,false
b7b996be-4315-4701-ae79-e139a1aa004d,102132422,2019-07-18,137,21330,7110,56880,85320,Rear Collision,1,32.0,wife,03-03-2008,2019-06-27,14,Single Vehicle Collision,Major Damage,1,true
f07545b1-ba22-447f-affa-c58b365fed01,102082568,2017-06-04,136,11700,11700,52650,76050,Side Collision,1,44.0,husband,23-04-1995,2017-05-26,5,Single Vehicle Collision,Minor Damage,3,false
74257bfe-8167-444a-ac7b-48deeede90b5,102079060,2017-04-20,76,550,1100,4400,6050,Rear Collision,1,50.0,wife,08-02-2006,2017-04-18,12,Single Vehicle Collision,Trivial Damage,3,false
c15ab8cf-5f6c-403e-9d0a-368486b972b0,102146749,2020-07-14,22,7240,14480,50680,72400,null,1,43.0,husband,11-12-2004,2020-07-14,13,Single Vehicle Collision,Major Damage,1,false
9e0bbee5-e536-4d66-ae31-2d9d800eec2e,102107090,2018-07-12,61,8280,8280,28980,45540,Front Collision,1,32.0,unmarried,20-05-2014,2018-07-11,3,Parked Car,Trivial Damage,2,false
bf0adfa6-67df-487f-b5ae-a0b289f0739d,102053186,2016-05-27,245,7420,7420,59360,74200,null,1,35.0,other-relative,29-01-2006,2016-05-25,5,Single Vehicle Collision,Minor Damage,2,false
f8762ead-4202-4b85-bd41-e4972f522971,102148706,2020-08-29,283,10600,10600,37100,58300,Rear Collision,4,43.0,wife,25-04-2012,2020-08-27,14,Multi-vehicle Collision,Total Loss,1,false
7d2424df-6194-41c3-9d04-d56c26a2e3e1,102090067,2017-09-04,287,6870,0,48090,54960,Rear Collision,1,19.0,husband,25-12-2017,2017-08-29,19,Single Vehicle Collision,Major Damage,0,true
9d54630a-9fa4-4c0d-8f2f-40740e715986,102132898,2019-07-27,142,5270,10540,36890,52700,Rear Collision,1,40.0,own-child,16-10-2018,2019-07-25,7,Single Vehicle Collision,Trivial Damage,2,false
9f676277-e752-4191-b6f5-21c24b9d93f4,102089922,2017-09-02,61,6140,6140,49120,61400,Side Collision,1,42.0,husband,19-07-2011,2017-08-31,15,Single Vehicle Collision,Total Loss,2,false
4e47f3a5-b61d-4314-9cdf-a15e4029d438,102050871,2016-04-03,26,1120,1120,5040,7280,null,4,31.0,not-in-family,19-01-2016,2016-04-02,23,Multi-vehicle Collision,Minor Damage,0,false
5a99e64d-3724-4b55-967c-b7df4e56ea4b,102121487,2018-08-24,271,0,7910,63280,71190,Side Collision,1,30.0,not-in-family,08-06-2014,2018-08-24,9,Single Vehicle Collision,Minor Damage,3,false
9338f8eb-4f27-4253-a186-8e6b0049d2e5,102067305,2016-12-03,121,4610,4610,32270,41490,Side Collision,1,54.0,own-child,03-09-1982,2016-05-28,19,Parked Car,Minor Damage,2,false
40656c0e-14c9-437d-adab-2a2605839795,102077191,2017-04-04,189,14740,14740,66330,95810,null,4,37.0,other-relative,14-08-2011,2016-06-27,4,Multi-vehicle Collision,Minor Damage,0,true
d7765dc1-8fbc-42b9-aa64-952138a90002,102090222,2017-09-09,297,0,6270,50160,56430,Side Collision,1,37.0,wife,13-12-2003,2017-07-09,16,Vehicle Theft,Major Damage,2,false
423611b9-12c9-49eb-a8c3-e8dd43ef3a8d,102129372,2019-05-03,98,15380,15380,53830,84590,Rear Collision,4,53.0,husband,24-06-2000,2019-02-24,17,Multi-vehicle Collision,Total Loss,2,false
3c6bdc7c-00fc-4f91-a2be-0aa486ebf263,102123181,2019-05-03,313,14660,14660,58640,87960,Side Collision,4,21.0,not-in-family,04-10-2016,2019-02-23,6,Multi-vehicle Collision,Total Loss,2,true
abd1ced1-faa3-4139-8ded-3a898a339a80,102126117,2019-06-03,377,13840,6920,55360,76120,Side Collision,1,45.0,not-in-family,26-12-1999,2019-01-16,13,Single Vehicle Collision,Major Damage,1,false
0627be56-6b3e-47f4-a219-d011a1e9c0b8,102070143,2019-06-03,392,15660,15660,54810,86130,Rear Collision,4,21.0,not-in-family,31-12-2015,2019-03-02,2,Multi-vehicle Collision,Minor Damage,0,true
0292d72d-692b-46c1-8232-ad70f1cc3b8d,102079649,2017-04-23,295,6860,6860,48020,61740,Side Collision,4,36.0,not-in-family,24-12-2002,2016-12-06,4,Multi-vehicle Collision,Total Loss,0,false
03ec2fdc-b713-408d-b754-9cc1c94b2c76,102131541,2019-07-03,231,4990,4990,34930,44910,Rear Collision,1,34.0,husband,12-06-2011,2019-03-05,12,Single Vehicle Collision,Total Loss,3,false
cda755be-78e8-4848-b81e-9e6117a0ac81,102146926,2020-07-12,298,6140,0,49120,55260,null,4,33.0,other-relative,25-07-2009,2019-08-31,6,Multi-vehicle Collision,Minor Damage,1,false
7aefa203-9938-4ba4-9d49-6e1f2fb7d92f,102120225,2019-07-11,266,1020,1020,4080,6120,Rear Collision,1,41.0,other-relative,13-05-2010,2018-12-13,2,Single Vehicle Collision,Minor Damage,1,true
44aecd0b-e157-4026-a20e-5e47186fc308,102059823,2016-09-02,190,6930,13860,62370,83160,Side Collision,4,36.0,not-in-family,23-10-2016,2016-01-19,0,Multi-vehicle Collision,Total Loss,1,false
f6df0b0f-fd34-4035-9da3-2151d23c5a0b,102082956,2019-12-03,238,780,780,3510,5070,Rear Collision,4,31.0,wife,01-07-2015,2019-02-21,13,Multi-vehicle Collision,Minor Damage,2,false
849ca8a1-d5f0-4506-b5af-5f34d3443113,102082449,2017-05-29,468,7420,7420,51940,66780,Side Collision,1,31.0,wife,30-01-2017,2017-05-18,21,Single Vehicle Collision,Major Damage,3,true
ff11c537-1fd3-42ea-b574-8d760708cec9,102132140,2019-07-12,264,6960,6960,41760,55680,Rear Collision,4,27.0,wife,21-07-2010,2019-07-09,18,Multi-vehicle Collision,Major Damage,2,false
27e00938-b4ec-4008-9efe-cc4cb698a5c6,101617490,2019-09-14,352,12500,12500,43750,68750,Front Collision,1,48.0,not-in-family,10-02-2002,2019-09-12,20,Single Vehicle Collision,Minor Damage,2,false
e48606fd-147c-4807-9c1a-709c88a656ec,102138646,2019-12-21,254,1180,590,4130,5900,null,4,20.0,other-relative,22-06-2017,2019-12-19,16,Multi-vehicle Collision,Minor Damage,2,false
39af47bf-b0ca-41c9-9e52-6d6cdaa173d9,102083875,2017-06-15,86,5790,5790,40530,52110,Side Collision,4,28.0,wife,13-08-2015,2017-05-31,16,Multi-vehicle Collision,Minor Damage,2,false
303c72b5-7bd0-4998-b577-ec9a975da8a6,102107773,2018-08-19,9,12980,19470,58410,90860,Front Collision,4,50.0,not-in-family,23-06-2008,2018-07-07,2,Multi-vehicle Collision,Minor Damage,0,false
05dd79b2-9714-4403-af94-fc14af8ea8c0,102120796,2019-03-14,119,6730,13460,53840,74030,Front Collision,4,30.0,unmarried,13-08-2008,2019-02-28,14,Multi-vehicle Collision,Major Damage,3,false
2dc36f79-bd73-431f-8f1f-2b88312c6a61,102069070,2019-03-17,285,7590,15180,60720,83490,Rear Collision,1,36.0,not-in-family,12-08-2008,2019-03-11,8,Single Vehicle Collision,Minor Damage,1,true
efeb955e-9f82-4d8d-abef-13aef1f21ac0,102121054,2019-03-17,99,6410,12820,38460,57690,Rear Collision,1,37.0,not-in-family,22-10-2014,2019-03-09,1,Parked Car,Trivial Damage,2,false
877c2bdc-9b5b-4619-946d-ac55716c7e94,102133636,2019-08-17,62,12700,6350,50800,69850,Front Collision,1,29.0,unmarried,04-08-2015,2019-05-25,10,Single Vehicle Collision,Trivial Damage,3,false
252d1059-a960-4edd-be15-0fc9b47ec4c6,102089873,2017-09-02,5,660,660,4620,5940,Front Collision,4,24.0,wife,08-11-2017,2017-08-13,11,Multi-vehicle Collision,Minor Damage,3,false
f8cf169b-fe72-4ba7-aacc-efc2e8618214,102136942,2019-11-03,160,7100,7100,49700,63900,null,1,35.0,not-in-family,25-06-2012,2019-10-27,23,Single Vehicle Collision,Minor Damage,2,false
2ce95435-c7d3-4648-a7f2-2429cb921cb7,102068878,2016-12-24,211,10540,5270,42160,57970,null,4,39.0,not-in-family,13-08-2011,2016-12-05,14,Multi-vehicle Collision,Minor Damage,1,false
38a5aad5-2b80-45c1-ba87-7fa541a2faff,102122844,2019-03-19,89,12300,6150,43050,61500,Front Collision,1,25.0,wife,25-09-2017,2019-03-05,13,Single Vehicle Collision,Minor Damage,1,false
